1	2	0.0
1	21	0.0
1	13	0.0
1	24	0.0
1	28	0.0
1	3	0.0
2	28	0.0
2	21	0.0
2	3	0.0
2	1	0.0
2	24	0.0
3	28	0.0
3	1	0.0
3	24	0.0
3	21	0.0
3	2	0.0
4	4750	0.0
4	6349	4.99
4	8	8.72
4	4168	0.0
4	1186	0.0
4	1677	0.55
4	27	9.04
4	199	0.0
4	4533	0.49
4	2311	0.5
4	3161	0.47
4	2834	0.5
4	3341	0.0
4	5504	0.0
4	17	5.07
4	2091	0.5
4	5	3.55
4	5048	0.0
4	14	9.19
4	1630	0.53
4	25	8.93
4	2774	0.0
4	4759	0.0
4	4139	0.42
4	9	8.95
4	864	0.0
4	4324	0.0
4	6677	0.43
4	18	2.86
4	15	5.07
4	4924	0.0
4	12	9.65
4	2512	1.12
4	883	0.0
4	5182	0.47
4	3212	0.0
4	2316	0.0
4	2593	0.49
4	3452	0.5
4	19	0.0
4	5817	0.49
4	16	5.07
5	15	2.95
5	6677	0.0
5	14	3.78
5	4750	0.0
5	10	1.04
5	16	2.51
5	5817	0.0
5	4	3.55
5	3452	0.0
5	2091	0.0
5	17	2.51
5	2593	0.0
5	25	1.42
5	1630	0.0
5	883	0.0
5	199	0.0
5	2774	0.0
5	4924	0.0
5	1677	0.0
5	27	2.63
6	15	2.51
7	25	8.73
7	14	5.49
7	2834	0.5
7	27	8.78
8	2834	0.5
8	27	8.74
8	4	8.72
8	12	8.26
8	25	8.73
8	14	5.07
8	9	8.72
9	25	8.73
9	14	5.49
9	12	9.39
9	16	5.07
9	27	8.74
9	8	8.72
9	4	8.95
9	2834	0.5
9	10	2.32
9	17	5.07
10	5	1.04
10	2633	0.0
10	9	2.32
10	16	0.0
10	3253	0.0
11	1379	0.0
11	4425	0.0
11	12	1.33
11	18	0.97
11	318	0.0
11	4705	0.0
11	258	0.0
11	3698	0.0
11	6455	0.0
11	5648	0.0
11	1469	0.0
11	3638	0.0
11	6251	0.0
11	798	0.0
12	9	9.39
12	6201	0.46
12	418	0.0
12	5318	1.24
12	1708	0.43
12	3768	0.0
12	2803	6.16
12	25	9.05
12	6102	0.0
12	2820	0.0
12	3698	0.98
12	258	8.49
12	14	9.61
12	1680	6.16
12	19	0.0
12	16	8.63
12	3466	0.0
12	2316	0.47
12	15	8.63
12	18	6.93
12	1930	0.98
12	2020	0.0
12	1379	6.51
12	6455	0.5
12	4531	0.0
12	3638	6.05
12	4	9.65
12	11	1.33
12	798	2.51
12	6251	0.96
12	4705	0.0
12	27	9.02
12	991	0.0
12	6490	1.14
12	8	8.26
12	4168	0.0
12	4592	0.0
12	6414	6.16
12	1469	0.0
12	4826	0.0
12	6506	0.43
12	1407	0.0
12	17	8.74
12	318	6.45
12	4425	0.0
12	5648	0.0
12	2411	0.0
13	21	0.0
13	1377	0.0
13	1	0.0
14	4047	0.0
14	5	3.78
14	2091	0.49
14	2911	0.0
14	2834	0.0
14	1269	0.0
14	3834	0.84
