1	2	0.0
1	21	0.0
1	13	0.0
1	24	0.0
1	28	0.0
1	3	0.0
2	28	0.0
2	21	0.0
2	3	0.0
2	1	0.0
2	24	0.0
3	28	0.0
3	1	0.0
3	24	0.0
3	21	0.0
3	2	0.0
4	4750	0.0
4	6349	3.15
4	8	0.0
4	4168	3.15
4	1186	8.57
4	1677	8.8
4	27	9.85
4	199	9.66
4	4533	9.67
4	2311	9.86
4	3161	8.87
4	2834	9.8
4	3341	8.06
4	5504	9.51
4	17	2.56
4	2091	8.8
4	5	0.0
4	5048	9.31
4	14	8.89
4	1630	8.4
4	25	9.92
4	2774	8.57
4	4759	7.63
4	4139	9.99
4	9	0.0
4	864	8.57
4	4324	9.17
4	6677	8.9
4	18	0.0
4	15	2.56
4	4924	0.0
4	12	3.15
4	2512	6.69
4	883	0.0
4	5182	9.12
4	3212	7.63
4	2316	9.12
4	2593	8.8
4	3452	8.71
4	19	4.64
4	5817	8.53
4	16	2.56
5	15	0.0
5	6677	0.0
5	14	0.0
5	4750	0.0
5	10	0.0
5	16	0.0
5	5817	0.0
5	4	0.0
5	3452	0.0
5	2091	0.0
5	17	0.0
5	2593	0.0
5	25	0.0
5	1630	0.0
5	883	0.0
5	199	0.0
5	2774	0.0
5	4924	0.0
5	1677	0.0
5	27	0.0
6	15	0.0
7	25	6.84
7	14	2.56
7	2834	6.74
7	27	5.64
8	2834	6.74
8	27	5.64
8	4	0.0
8	12	0.0
8	25	6.84
8	14	2.56
8	9	0.0
9	25	6.84
9	14	2.56
9	12	0.0
9	16	2.56
9	27	5.64
9	8	0.0
9	4	0.0
9	2834	6.74
9	10	0.0
9	17	2.56
10	5	0.0
10	2633	0.0
10	9	0.0
10	16	0.0
10	3253	0.0
11	1379	8.0
11	4425	9.32
11	12	8.88
11	18	8.0
11	318	8.0
11	4705	9.32
11	258	9.99
11	3698	8.88
11	6455	8.0
11	5648	8.0
11	1469	8.57
11	3638	9.99
11	6251	9.99
11	798	8.0
12	9	0.0
12	6201	0.0
12	418	0.0
12	5318	0.0
12	1708	0.0
12	3768	0.0
12	2803	5.02
12	25	0.0
12	6102	0.0
12	2820	0.0
12	3698	9.56
12	258	9.99
12	14	0.63
12	1680	5.02
12	19	0.0
12	16	0.63
12	3466	0.0
12	2316	0.0
12	15	0.63
12	18	9.41
12	1930	5.14
12	2020	0.0
12	1379	9.94
12	6455	9.69
12	4531	7.25
12	3638	9.99
12	4	3.15
12	11	8.88
12	798	9.97
12	6251	9.99
12	4705	8.91
12	27	4.64
12	991	0.0
12	6490	8.22
12	8	0.0
12	4168	3.15
12	4592	0.0
12	6414	5.02
12	1469	8.53
12	4826	0.0
12	6506	0.0
12	1407	0.0
12	17	0.63
12	318	9.94
12	4425	9.47
12	5648	8.0
12	2411	0.0
13	21	0.0
13	1377	0.0
13	1	0.0
14	4047	0.0
14	5	0.0
14	2091	9.63
14	2911	0.0
14	2834	8.8
14	1269	0.0
14	3834	0.0
